0;818.6651202
0.01;830.862704
0.02;829.0145852
0.03;800.9231801
0.04;753.2417161
0.05;725.3351229
0.06;740.4896967
0.07;788.7255963
0.08;857.4756141
0.09;884.0885242
0.1;877.065673
0.11;858.5844854
0.12;864.4984654
0.13;882.979653
0.14;896.1012962
0.15;928.9978101
0.16;951.5448589
0.17;975.3855909
0.18;1017.522699
0.19;1064.464915
0.2;1107.526082
0.21;1125.637646
0.22;1112.700815
0.23;1046.538163
0.24;994.0515904
0.25;991.649036
0.26;965.4057496
0.27;918.2787213
0.28;873.5542473
0.29;827.7209021
0.3;780.0394381
0.31;712.0286678
0.32;673.2181739
0.33;691.6993615
0.34;704.8210047
0.35;723.3021922
0.36;723.671816
0.37;887.3535341
0.38;928.8129982
0.39;887.9695736
0.4;845.6476541
0.41;830.862704
0.42;844.3539709
0.43;884.0885242
0.44;950.0663639
0.45;995.5300854
0.46;1007.173234
0.47;969.1019871
0.48;968.3627396
0.49;987.3983629
0.5;1010.684659
0.51;1023.806302
0.52;1042.28749
0.53;1045.24448
0.54;1040.439371
0.55;994.4212141
0.56;939.3472751
0.57;876.8808611
0.58;829.9386446
0.59;782.2571806
0.6;753.2417161
0.61;750.469538
0.62;711.3818263
0.63;696.874094
0.64;696.874094
0.65;696.874094
0.66;696.874094
0.67;702.6032622
0.68;737.3478948
0.69;782.2571806
0.7;815.1536946
0.71;804.064982
0.72;804.064982
0.73;810.5333977
0.74;829.0145852
0.75;830.862704
0.76;827.905714
0.77;809.4245264
0.78;818.6651202
0.79;830.862704
0.8;829.0145852
0.81;800.9231801
0.82;753.2417161
0.83;725.3351229
0.84;740.4896967
0.85;788.7255963
0.86;857.4756141
0.87;884.0885242
0.88;877.065673
0.89;858.5844854
0.9;864.4984654
0.91;882.979653
0.92;896.1012962
0.93;928.9978101
0.94;951.5448589
0.95;975.3855909
0.96;1017.522699
0.97;1064.464915
0.98;1107.526082
0.99;1125.637646
1;1112.700815
1.01;1046.538163
1.02;994.0515904
1.03;991.649036
1.04;965.4057496
1.05;918.2787213
1.06;873.5542473
1.07;827.7209021
1.08;780.0394381
1.09;712.0286678
1.1;673.2181739
1.11;691.6993615
1.12;704.8210047
1.13;723.3021922
1.14;723.671816
1.15;887.3535341
1.16;928.8129982
1.17;887.9695736
1.18;845.6476541
1.19;830.862704
1.2;844.3539709
1.21;884.0885242
1.22;950.0663639
1.23;995.5300854
1.24;1007.173234
1.25;969.1019871
1.26;968.3627396
1.27;987.3983629
1.28;1010.684659
1.29;1023.806302
1.3;1042.28749
1.31;1045.24448
1.32;1040.439371
1.33;994.4212141
1.34;939.3472751
1.35;876.8808611
1.36;829.9386446
1.37;782.2571806
1.38;753.2417161
1.39;750.469538
1.4;711.3818263
1.41;696.874094
1.42;696.874094
1.43;696.874094
1.44;696.874094
1.45;702.6032622
1.46;737.3478948
1.47;782.2571806
1.48;815.1536946
1.49;804.064982
1.5;804.064982
1.51;810.5333977
1.52;829.0145852
1.53;830.862704
1.54;827.905714
1.55;809.4245264
1.56;818.6651202
1.57;830.862704
1.58;829.0145852
1.59;800.9231801
1.6;753.2417161
1.61;725.3351229
1.62;740.4896967
1.63;788.7255963
1.64;857.4756141
1.65;884.0885242
1.66;877.065673
1.67;858.5844854
1.68;864.4984654
1.69;882.979653
1.7;896.1012962
1.71;928.9978101
1.72;951.5448589
1.73;975.3855909
1.74;1017.522699
1.75;1064.464915
1.76;1107.526082
1.77;1125.637646
1.78;1112.700815
1.79;1046.538163
1.8;994.0515904
1.81;991.649036
1.82;965.4057496
1.83;918.2787213
1.84;873.5542473
1.85;827.7209021
1.86;780.0394381
1.87;712.0286678
1.88;673.2181739
1.89;691.6993615
1.9;704.8210047
1.91;723.3021922
1.92;723.671816
1.93;887.3535341
1.94;928.8129982
1.95;887.9695736
1.96;845.6476541
1.97;830.862704
1.98;844.3539709
1.99;884.0885242
2;950.0663639
2.01;995.5300854
2.02;1007.173234
2.03;969.1019871
2.04;968.3627396
2.05;987.3983629
2.06;1010.684659
2.07;1023.806302
2.08;1042.28749
2.09;1045.24448
2.1;1040.439371
2.11;994.4212141
2.12;939.3472751
2.13;876.8808611
2.14;829.9386446
2.15;782.2571806
2.16;753.2417161
2.17;750.469538
2.18;711.3818263
2.19;696.874094
2.2;696.874094
2.21;696.874094
2.22;696.874094
2.23;702.6032622
2.24;737.3478948
2.25;782.2571806
2.26;815.1536946
2.27;804.064982
2.28;804.064982
2.29;810.5333977
2.3;829.0145852
2.31;830.862704
2.32;827.905714
2.33;809.4245264
2.34;818.6651202
2.35;830.862704
2.36;829.0145852
2.37;800.9231801
2.38;753.2417161
2.39;725.3351229
2.4;740.4896967
2.41;788.7255963
2.42;857.4756141
2.43;884.0885242
2.44;877.065673
2.45;858.5844854
2.46;864.4984654
2.47;882.979653
2.48;896.1012962
2.49;928.9978101
2.5;951.5448589
2.51;975.3855909
2.52;1017.522699
2.53;1064.464915
2.54;1107.526082
2.55;1125.637646
2.56;1112.700815
2.57;1046.538163
2.58;994.0515904
2.59;991.649036
2.6;965.4057496
2.61;918.2787213
2.62;873.5542473
2.63;827.7209021
2.64;780.0394381
2.65;712.0286678
2.66;673.2181739
2.67;691.6993615
2.68;704.8210047
2.69;723.3021922
2.7;723.671816
2.71;887.3535341
2.72;928.8129982
2.73;887.9695736
2.74;845.6476541
2.75;830.862704
2.76;844.3539709
2.77;884.0885242
2.78;950.0663639
2.79;995.5300854
2.8;1007.173234
2.81;969.1019871
2.82;968.3627396
2.83;987.3983629
2.84;1010.684659
2.85;1023.806302
2.86;1042.28749
2.87;1045.24448
2.88;1040.439371
2.89;994.4212141
2.9;939.3472751
2.91;876.8808611
2.92;829.9386446
2.93;782.2571806
2.94;753.2417161
2.95;750.469538
2.96;711.3818263
2.97;696.874094
2.98;696.874094
2.99;696.874094
3;696.874094
3.01;702.6032622
3.02;737.3478948
3.03;782.2571806
3.04;815.1536946
3.05;804.064982
3.06;804.064982
3.07;810.5333977
3.08;829.0145852
3.09;830.862704
3.1;827.905714
3.11;809.4245264
3.12;818.6651202
3.13;830.862704
3.14;829.0145852
3.15;800.9231801
3.16;753.2417161
3.17;725.3351229
3.18;740.4896967
3.19;788.7255963
3.2;857.4756141
3.21;884.0885242
3.22;877.065673
3.23;858.5844854
3.24;864.4984654
3.25;882.979653
3.26;896.1012962
3.27;928.9978101
3.28;951.5448589
3.29;975.3855909
3.3;1017.522699
3.31;1064.464915
3.32;1107.526082
3.33;1125.637646
3.34;1112.700815
3.35;1046.538163
3.36;994.0515904
3.37;991.649036
3.38;965.4057496
3.39;918.2787213
3.4;873.5542473
3.41;827.7209021
3.42;780.0394381
3.43;712.0286678
3.44;673.2181739
3.45;691.6993615
3.46;704.8210047
3.47;723.3021922
3.48;723.671816
3.49;887.3535341
3.5;928.8129982
3.51;887.9695736
3.52;845.6476541
3.53;830.862704
3.54;844.3539709
3.55;884.0885242
3.56;950.0663639
3.57;995.5300854
3.58;1007.173234
3.59;969.1019871
3.6;968.3627396
3.61;987.3983629
3.62;1010.684659
3.63;1023.806302
3.64;1042.28749
3.65;1045.24448
3.66;1040.439371
3.67;994.4212141
3.68;939.3472751
3.69;876.8808611
3.7;829.9386446
3.71;782.2571806
3.72;753.2417161
3.73;750.469538
3.74;711.3818263
3.75;696.874094
3.76;696.874094
3.77;696.874094
3.78;696.874094
3.79;702.6032622
3.8;737.3478948
3.81;782.2571806
3.82;815.1536946
3.83;804.064982
3.84;804.064982
3.85;810.5333977
3.86;829.0145852
3.87;830.862704
3.88;827.905714
3.89;809.4245264
